DOW,CUST_CLASS,COD_COUNTRY,COD_PRO,PRO_COM,VISITORS
Giovedì,visitor,222,30,30014,52
Sabato,visitor,222,55,55022,32
Venerdì,foreigner,284,,,3740
Lunedì,foreigner,515,,,164
Martedì,foreigner,424,,,580
Venerdì,foreigner,520,,,360
Domenica,foreigner,716,,,128
Sabato,visitor,222,15,15146,18176
Domenica,visitor,222,28,28017,6964
Domenica,visitor,222,28,28099,8592
Venerdì,visitor,222,15,15081,180
Venerdì,visitor,222,29,29046,504
Lunedì,visitor,222,30,30043,144
Sabato,visitor,222,23,23069,844
Lunedì,visitor,222,23,23050,360
Mercoledì,visitor,222,28,28063,2332
Lunedì,visitor,222,56,56059,128
Domenica,visitor,222,8,8055,148
Venerdì,visitor,222,28,28064,1820
Giovedì,visitor,222,1,1078,220
Venerdì,visitor,222,26,26091,1024
Domenica,visitor,222,99,99013,264
Venerdì,visitor,222,27,27039,3556
Venerdì,visitor,222,13,13075,452
Mercoledì,visitor,222,40,40012,680
Domenica,visitor,222,100,100005,1084
Lunedì,visitor,222,26,26069,616
Giovedì,visitor,222,22,22205,2360
Domenica,visitor,222,51,51004,44
Sabato,visitor,222,48,48041,204
Giovedì,visitor,222,49,49017,136
Sabato,visitor,222,14,14058,64
Martedì,visitor,222,28,28004,896
Martedì,visitor,222,26,26035,400
Domenica,visitor,222,23,23087,156
Martedì,visitor,222,63,63006,32
Giovedì,visitor,222,27,27038,2316
Giovedì,visitor,222,6,6003,396
Domenica,visitor,222,24,24065,196
Venerdì,visitor,222,24,24027,608
Sabato,visitor,222,37,37028,88
Giovedì,visitor,222,23,23098,116
Martedì,visitor,222,37,37053,180
Martedì,visitor,222,109,109018,32
Sabato,visitor,222,23,23097,532
Domenica,visitor,222,53,53021,32
Martedì,visitor,222,48,48022,40
Mercoledì,visitor,222,28,28027,396
Domenica,visitor,222,23,23062,68
Giovedì,visitor,222,27,27032,1276
Mercoledì,visitor,222,26,26069,692
Mercoledì,visitor,222,71,71060,56
Domenica,visitor,222,20,20039,68
Lunedì,visitor,222,26,26003,436
Mercoledì,visitor,222,97,97062,40
Mercoledì,visitor,222,26,26089,1520
Lunedì,visitor,222,20,20026,52
Venerdì,visitor,222,29,29021,124
Lunedì,visitor,222,26,26013,436
Mercoledì,visitor,222,3,3108,76
Domenica,visitor,222,9,9056,284
Lunedì,visitor,222,26,26007,100
Lunedì,visitor,222,93,93037,452
Domenica,visitor,222,31,31007,432
Giovedì,visitor,222,23,23012,436
Venerdì,visitor,222,38,38003,244
Giovedì,visitor,222,27,27036,312
Martedì,visitor,222,1,1090,116
Martedì,visitor,222,30,30027,260
Martedì,visitor,222,22,22104,176
Giovedì,visitor,222,27,27041,180
Domenica,visitor,222,36,36006,260
Giovedì,visitor,222,23,23013,72
Mercoledì,visitor,222,107,107003,48
Lunedì,visitor,222,74,74008,56
Domenica,visitor,222,102,102003,32
Martedì,visitor,222,32,32001,80
Domenica,visitor,222,95,95038,68
Martedì,visitor,222,67,67001,48
Sabato,visitor,222,38,38016,88
Venerdì,visitor,222,49,49017,84
Martedì,visitor,222,75,75031,64
Giovedì,visitor,222,15,15248,60
Lunedì,visitor,222,59,59011,272
Martedì,visitor,222,22,22228,72
Sabato,visitor,222,50,50039,52
Venerdì,visitor,222,12,12119,344
Mercoledì,visitor,222,63,63089,40
Mercoledì,visitor,222,34,34041,88
Sabato,visitor,222,25,25071,148
Lunedì,visitor,222,103,103028,56
Lunedì,visitor,222,34,34033,32
Venerdì,visitor,222,23,23059,240
Giovedì,visitor,222,37,37028,52
Mercoledì,visitor,222,24,24034,148
Mercoledì,visitor,222,6,6174,172
Giovedì,visitor,222,30,30130,44
Venerdì,visitor,222,26,26075,96
Sabato,visitor,222,93,93017,256
Domenica,visitor,222,38,38004,344
Venerdì,visitor,222,108,108047,48
Martedì,visitor,222,54,54001,92
Sabato,visitor,222,102,102047,48
Sabato,visitor,222,21,21033,32
Lunedì,visitor,222,15,15172,52
Sabato,visitor,222,30,30090,72
Martedì,visitor,222,37,37020,188
Mercoledì,visitor,222,10,10015,68
Mercoledì,visitor,222,28,28005,76
Venerdì,visitor,222,93,93026,36
Martedì,visitor,222,27,27018,92
Venerdì,visitor,222,48,48044,100
Mercoledì,visitor,222,53,53011,152
Mercoledì,visitor,222,20,20015,52
Lunedì,visitor,222,34,34007,48
Mercoledì,visitor,222,1,1120,76
Lunedì,visitor,222,22,22216,44
Sabato,visitor,222,81,81021,68
Martedì,visitor,222,35,35023,36
Giovedì,visitor,222,30,30018,48
Giovedì,visitor,222,15,15026,32
Lunedì,visitor,222,41,41029,52
Sabato,visitor,222,74,74012,84
Martedì,visitor,222,21,21041,84
Giovedì,visitor,222,15,15159,80
Venerdì,visitor,222,34,34032,44
Martedì,visitor,222,38,38020,100
Martedì,visitor,222,38,38002,140
Venerdì,visitor,222,16,16034,40
Mercoledì,visitor,222,22,22134,56
Lunedì,visitor,222,22,22124,48
Mercoledì,visitor,222,22,22155,40
Lunedì,visitor,222,42,42045,188
Giovedì,visitor,222,23,23062,56
Mercoledì,visitor,222,29,29014,124
Giovedì,visitor,222,23,23016,164
Domenica,visitor,222,61,61022,160
Mercoledì,visitor,222,12,12068,32
Domenica,visitor,222,10,10015,76
Martedì,visitor,222,8,8031,64
Mercoledì,visitor,222,85,85007,60
Mercoledì,visitor,222,48,48011,40
Lunedì,visitor,222,30,30055,96
Giovedì,visitor,222,104,104023,32
Giovedì,visitor,222,13,13143,68
Venerdì,visitor,222,12,12018,40
Domenica,visitor,222,22,22170,68
Domenica,visitor,222,12,12075,100
Sabato,visitor,222,63,63034,128
Mercoledì,visitor,222,23,23067,60
Mercoledì,visitor,222,15,15206,64
Mercoledì,visitor,222,25,25055,80
Venerdì,visitor,222,48,48053,32
Mercoledì,visitor,222,15,15076,72
Lunedì,visitor,222,21,21077,36
Mercoledì,visitor,222,27,27009,52
Mercoledì,visitor,222,42,42045,224
Domenica,visitor,222,1,1309,60
Mercoledì,visitor,222,19,19021,76
Mercoledì,visitor,222,46,46021,48
Giovedì,visitor,222,69,69050,32
Martedì,visitor,222,35,35029,32
Giovedì,visitor,222,37,37052,36
Martedì,visitor,222,63,63023,76
Giovedì,visitor,222,61,61009,32
Venerdì,visitor,222,15,15172,108
Venerdì,visitor,222,38,38018,132
Mercoledì,visitor,222,74,74010,76
Giovedì,visitor,222,93,93035,44
Domenica,visitor,222,29,29013,144
Giovedì,visitor,222,23,23031,44
Martedì,visitor,222,38,38018,96
Venerdì,visitor,222,17,17166,68
Domenica,visitor,222,22,22101,60
Venerdì,visitor,222,65,65079,36
Domenica,foreigner,206,,,3356
Lunedì,foreigner,216,,,4212
Domenica,foreigner,450,,,540
Venerdì,foreigner,202,,,1216
Martedì,foreigner,425,,,1128
Domenica,foreigner,425,,,1132
Domenica,foreigner,602,,,128
Domenica,visitor,222,46,46009,32
Sabato,visitor,222,7,7074,48
Lunedì,visitor,222,24,24121,40
Lunedì,visitor,222,1,1028,48
Sabato,visitor,222,7,7007,32
Lunedì,visitor,222,97,97048,92
Giovedì,visitor,222,88,88012,52
Domenica,visitor,222,30,30014,76
Mercoledì,visitor,222,92,92084,40
Giovedì,visitor,222,52,52033,40
Venerdì,visitor,222,36,36047,36
Venerdì,visitor,222,15,15184,48
Domenica,visitor,222,15,15184,36
Giovedì,visitor,222,67,67025,60
Giovedì,visitor,222,26,26094,76
Martedì,visitor,222,78,78081,52
Lunedì,visitor,222,17,17182,36
Venerdì,visitor,222,67,67004,32
Lunedì,visitor,222,22,22180,84
Venerdì,visitor,222,3,3095,32
Mercoledì,visitor,222,15,15170,72
Martedì,visitor,222,30,30008,36
Mercoledì,visitor,222,17,17046,44
Mercoledì,visitor,222,35,35029,36
Lunedì,visitor,222,28,28071,1564
Domenica,visitor,222,60,60003,52
Mercoledì,visitor,222,108,108028,300
Domenica,visitor,222,23,23097,704
Sabato,visitor,222,23,23022,304
Domenica,visitor,222,26,26021,1432
Martedì,visitor,222,28,28019,4032
Giovedì,visitor,222,28,28011,1412
Venerdì,visitor,222,102,102047,44
Venerdì,visitor,222,17,17067,572
Sabato,visitor,222,22,22170,68
Venerdì,visitor,222,28,28015,2936
Sabato,visitor,222,27,27020,1356
Martedì,visitor,222,29,29027,160
Venerdì,visitor,222,29,29040,904
Domenica,visitor,222,13,13075,468
Domenica,visitor,222,28,28045,4276
Domenica,visitor,222,36,36023,1884
Martedì,visitor,222,24,24014,328
Domenica,visitor,222,13,13228,48
Sabato,visitor,222,27,27008,3852
Sabato,visitor,222,28,28088,860
Venerdì,visitor,222,28,28074,888
Domenica,visitor,222,23,23075,100
Domenica,visitor,222,28,28106,5900
Venerdì,visitor,222,24,24013,776
Venerdì,visitor,222,28,28030,4772
Martedì,visitor,222,28,28082,4224
Venerdì,visitor,222,24,24074,1060
Giovedì,visitor,222,28,28104,1476
Sabato,visitor,222,63,63006,56
Sabato,visitor,222,26,26082,516
Mercoledì,visitor,222,1,1078,188
Lunedì,visitor,222,29,29044,560
Martedì,visitor,222,28,28027,412
Domenica,visitor,222,28,28080,820
Giovedì,visitor,222,24,24006,612
Sabato,visitor,222,24,24097,424
Domenica,visitor,222,108,108012,204
Giovedì,visitor,222,43,43042,52
Lunedì,visitor,222,93,93033,1084
Giovedì,visitor,222,26,26087,296
Martedì,visitor,222,24,24088,296
Venerdì,visitor,222,23,23071,548
Domenica,visitor,222,28,28018,1772
Mercoledì,visitor,222,26,26001,324
Lunedì,visitor,222,20,20021,116
Lunedì,visitor,222,39,39006,32
Sabato,visitor,222,69,69099,128
Martedì,visitor,222,26,26005,364
Lunedì,visitor,222,42,42001,32
Sabato,visitor,222,24,24078,560
Giovedì,visitor,222,34,34027,992
Mercoledì,visitor,222,24,24074,1068
Domenica,visitor,222,23,23050,464
Domenica,visitor,222,24,24079,580
Sabato,visitor,222,15,15205,264
Martedì,visitor,222,24,24067,764
Domenica,visitor,222,37,37019,284
Giovedì,visitor,222,97,97048,116
Lunedì,visitor,222,1,1219,152
Giovedì,visitor,222,23,23085,164
Lunedì,visitor,222,72,72029,120
Venerdì,visitor,222,37,37034,40
Sabato,visitor,222,26,26029,344
Martedì,visitor,222,22,22205,2264
Lunedì,visitor,222,24,24071,736
Martedì,visitor,222,52,52028,52
Giovedì,visitor,222,66,66049,380
Domenica,visitor,222,21,21051,348
Venerdì,visitor,222,15,15182,384
Venerdì,visitor,222,24,24024,184
Venerdì,visitor,222,17,17147,48
Venerdì,visitor,222,34,34009,88
Venerdì,visitor,222,22,22088,48
Martedì,visitor,222,108,108023,132
Domenica,visitor,222,1,1237,32
Martedì,visitor,222,23,23002,192
Sabato,visitor,222,24,24058,304
Mercoledì,visitor,222,16,16238,40
Martedì,visitor,222,12,12109,76
Mercoledì,visitor,222,26,26007,112
Venerdì,visitor,222,49,49009,388
Martedì,visitor,222,24,24060,312
Lunedì,visitor,222,37,37038,88
Martedì,visitor,222,28,28031,96
Martedì,visitor,222,6,6114,148
Mercoledì,visitor,222,12,12133,368
Lunedì,visitor,222,46,46015,32
Sabato,visitor,222,26,26055,1140
Lunedì,visitor,222,78,78102,140
Venerdì,visitor,222,30,30001,64
Sabato,visitor,222,17,17170,112
Giovedì,visitor,222,74,74001,160
Lunedì,visitor,222,65,65007,60
Venerdì,visitor,222,35,35004,76
Giovedì,visitor,222,26,26016,84
Domenica,visitor,222,58,58057,156
Lunedì,visitor,222,81,81021,60
Mercoledì,visitor,222,83,83049,96
Martedì,visitor,222,36,36019,76
Giovedì,visitor,222,26,26024,200
Martedì,visitor,222,72,72020,148
Giovedì,visitor,222,17,17092,132
Lunedì,visitor,222,30,30044,64
Martedì,visitor,222,92,92011,36
Mercoledì,visitor,222,26,26011,96
Giovedì,visitor,222,20,20065,136
Domenica,visitor,222,69,69057,44
Sabato,visitor,222,24,24034,332
Sabato,visitor,222,49,49017,100
Sabato,visitor,222,28,28062,92
Domenica,visitor,222,87,87004,108
Martedì,visitor,222,65,65116,236
Domenica,visitor,222,58,58079,176
Mercoledì,visitor,222,93,93026,32
Lunedì,visitor,222,15,15016,48
Lunedì,visitor,222,108,108010,80
Giovedì,visitor,222,23,23019,116
Mercoledì,visitor,222,20,20027,52
Mercoledì,visitor,222,20,20009,40
Domenica,visitor,222,78,78091,36
Martedì,visitor,222,15,15169,72
Venerdì,visitor,222,11,11020,48
Sabato,visitor,222,1,1078,172
Mercoledì,visitor,222,17,17188,56
Venerdì,visitor,222,22,22062,160
Giovedì,visitor,222,30,30023,180
Martedì,visitor,222,30,30118,200
Domenica,visitor,222,15,15059,112
Mercoledì,visitor,222,36,36044,48
Sabato,visitor,222,20,20025,44
Sabato,visitor,222,15,15142,60
Sabato,visitor,222,15,15159,148
Domenica,visitor,222,58,58122,48
Venerdì,visitor,222,38,38024,88
Lunedì,visitor,222,16,16144,56
Lunedì,visitor,222,30,30027,196
Giovedì,visitor,222,93,93036,52
Giovedì,visitor,222,15,15230,60
Venerdì,visitor,222,27,27015,220
Venerdì,visitor,222,18,18122,48
Sabato,visitor,222,54,54052,52
Domenica,visitor,222,12,12084,44
Domenica,visitor,222,75,75035,244
Mercoledì,visitor,222,37,37046,100
Sabato,visitor,222,31,31016,112
Sabato,visitor,222,71,71028,52
Domenica,visitor,222,47,47017,44
Domenica,visitor,222,15,15115,36
Venerdì,visitor,222,29,29006,88
Domenica,visitor,222,23,23001,76
Giovedì,visitor,222,36,36007,52
Giovedì,visitor,222,40,40015,76
Martedì,visitor,222,26,26041,36
Giovedì,visitor,222,30,30117,96
Venerdì,visitor,222,24,24045,68
Venerdì,visitor,222,37,37009,112
Giovedì,visitor,222,48,48035,68
Lunedì,visitor,222,19,19041,36
Domenica,visitor,222,23,23002,200
Giovedì,visitor,222,16,16144,44
Martedì,visitor,222,49,49014,36
Giovedì,visitor,222,47,47012,52
Martedì,visitor,222,108,108008,76
Sabato,visitor,222,38,38017,156
Lunedì,visitor,222,19,19029,32
Martedì,visitor,222,1,1217,64
Giovedì,visitor,222,15,15055,48
Martedì,visitor,222,61,61019,56
Martedì,visitor,222,60,60043,72
Venerdì,visitor,222,35,35024,80
Venerdì,visitor,222,36,36041,48
Venerdì,visitor,222,25,25050,68
Sabato,visitor,222,39,39008,76
Sabato,visitor,222,17,17195,32
Martedì,visitor,222,34,34016,32
Lunedì,visitor,222,47,47010,32
Martedì,visitor,222,17,17195,52
Venerdì,visitor,222,58,58060,44
Sabato,visitor,222,26,26094,36
Mercoledì,visitor,222,12,12078,52
Domenica,visitor,222,108,108025,36
Lunedì,visitor,222,76,76042,32
Venerdì,visitor,222,63,63074,32
Venerdì,visitor,222,87,87024,68
Giovedì,visitor,222,75,75085,40
Lunedì,visitor,222,37,37041,40
Martedì,visitor,222,20,20041,40
Lunedì,visitor,222,15,15243,36
Venerdì,visitor,222,22,22155,32
Domenica,visitor,222,12,12137,40
Mercoledì,visitor,222,68,68012,48
Martedì,visitor,222,22,22079,36
Lunedì,visitor,222,102,102047,68
Mercoledì,visitor,222,16,16242,36
Mercoledì,visitor,222,52,52034,36
Mercoledì,visitor,222,17,17085,32
Mercoledì,visitor,222,36,36037,72
Domenica,visitor,222,22,22216,44
Giovedì,visitor,222,72,72015,36
Martedì,visitor,222,22,22101,32
Venerdì,visitor,222,73,73008,60
Domenica,visitor,222,17,17173,44
Lunedì,visitor,222,18,18068,44
Mercoledì,visitor,222,63,63086,52
Venerdì,visitor,222,48,48028,36
Lunedì,visitor,222,13,13010,32
Lunedì,visitor,222,52,52033,36
Lunedì,visitor,222,35,35028,48
Mercoledì,visitor,222,34,34037,36
Sabato,visitor,222,15,15040,60
Martedì,visitor,222,20,20035,32
Venerdì,visitor,222,108,108026,36
Domenica,visitor,222,70,70010,36
Mercoledì,foreigner,228,,,14672
Martedì,foreigner,334,,,1872
Sabato,foreigner,246,,,644
Sabato,foreigner,420,,,92
Sabato,foreigner,282,,,60
Domenica,foreigner,730,,,196
Venerdì,foreigner,282,,,52
Martedì,resident,222,28,28060,172760
Martedì,visitor,222,15,15146,15348
Martedì,visitor,222,28,28057,5404
Martedì,visitor,222,49,49017,108
Mercoledì,visitor,222,76,76063,140
Sabato,visitor,222,28,28101,2592
Lunedì,visitor,222,28,28066,2632
Domenica,visitor,222,26,26010,1216
Lunedì,visitor,222,28,28059,1756
Mercoledì,visitor,222,27,27017,3428
Domenica,visitor,222,28,28056,992
Venerdì,visitor,222,99,99013,180
Mercoledì,visitor,222,36,36023,1292
Lunedì,visitor,222,24,24038,976
Sabato,visitor,222,23,23073,492
Venerdì,visitor,222,27,27044,500
Sabato,visitor,222,28,28023,1144
Sabato,visitor,222,23,23027,492
Sabato,visitor,222,23,23044,1148
Domenica,visitor,222,29,29052,1276
Domenica,visitor,222,28,28040,1652
Domenica,visitor,222,26,26025,480
Giovedì,visitor,222,23,23042,236
Venerdì,visitor,222,17,17077,48
Mercoledì,visitor,222,15,15142,112
Mercoledì,visitor,222,24,24057,560
Sabato,visitor,222,27,27006,1244
Mercoledì,visitor,222,24,24048,488
Giovedì,visitor,222,22,22061,132
Venerdì,visitor,222,23,23044,1028
Sabato,visitor,222,58,58072,72
Sabato,visitor,222,23,23038,256
Giovedì,visitor,222,24,24118,252
Domenica,visitor,222,41,41029,76
Venerdì,visitor,222,24,24088,300
Sabato,visitor,222,24,24079,580
Giovedì,visitor,222,40,40007,444
Martedì,visitor,222,26,26003,456
Venerdì,visitor,222,15,15209,400
Domenica,visitor,222,24,24063,104
Giovedì,visitor,222,17,17113,200
Lunedì,visitor,222,109,109006,136
Mercoledì,visitor,222,11,11015,240
Sabato,visitor,222,36,36007,72
Mercoledì,visitor,222,37,37061,240
Venerdì,visitor,222,17,17113,156
Venerdì,visitor,222,22,22139,304
Sabato,visitor,222,22,22139,408
Giovedì,visitor,222,18,18180,32
Lunedì,visitor,222,15,15220,128
Venerdì,visitor,222,29,29024,212
Giovedì,visitor,222,34,34033,40
Lunedì,visitor,222,72,72047,76
Domenica,visitor,222,13,13159,44
Sabato,visitor,222,23,23028,384
Mercoledì,visitor,222,25,25039,232
Venerdì,visitor,222,15,15116,152
Martedì,visitor,222,26,26051,704
Sabato,visitor,222,68,68015,32
Mercoledì,visitor,222,22,22117,116
Giovedì,visitor,222,17,17182,44
Sabato,visitor,222,73,73027,348
Venerdì,visitor,222,38,38020,100
Martedì,visitor,222,20,20047,60
Martedì,visitor,222,17,17185,56
Lunedì,visitor,222,30,30038,56
Mercoledì,visitor,222,63,63034,136
Venerdì,visitor,222,54,54024,92
Giovedì,visitor,222,54,54015,108
Venerdì,visitor,222,98,98031,192
Domenica,visitor,222,6,6003,204
Martedì,visitor,222,22,22062,100
Sabato,visitor,222,17,17014,60
Lunedì,visitor,222,25,25020,108
Mercoledì,visitor,222,24,24063,84
Lunedì,visitor,222,29,29015,256
Venerdì,visitor,222,92,92011,56
Domenica,visitor,222,28,28042,716
Venerdì,visitor,222,65,65116,332
Lunedì,visitor,222,4,4203,48
Lunedì,visitor,222,25,25018,32
Lunedì,visitor,222,23,23019,136
Giovedì,visitor,222,15,15158,40
Lunedì,visitor,222,78,78044,72
Martedì,visitor,222,69,69081,76
Lunedì,visitor,222,29,29045,268
Martedì,visitor,222,21,21015,40
Martedì,visitor,222,108,108027,148
Sabato,visitor,222,30,30062,60
Lunedì,visitor,222,27,27022,236
Sabato,visitor,222,18,18102,36
Mercoledì,visitor,222,93,93028,44
Domenica,visitor,222,42,42018,128
Sabato,visitor,222,36,36044,40
Venerdì,visitor,222,23,23088,52
Lunedì,visitor,222,26,26014,188
Lunedì,visitor,222,29,29024,192
Venerdì,visitor,222,30,30118,220
Martedì,visitor,222,58,58013,40
Martedì,visitor,222,17,17127,60
Venerdì,visitor,222,42,42022,52
Mercoledì,visitor,222,18,18034,56
Lunedì,visitor,222,22,22022,296
Giovedì,visitor,222,13,13041,100
Lunedì,visitor,222,48,48053,32
Giovedì,visitor,222,22,22216,56
Venerdì,visitor,222,46,46033,184
Mercoledì,visitor,222,20,20071,212
Giovedì,visitor,222,24,24101,52
Sabato,visitor,222,17,17103,44
Sabato,visitor,222,28,28053,176
Mercoledì,visitor,222,11,11026,40
Domenica,visitor,222,50,50040,72
Martedì,visitor,222,25,25023,40
Domenica,visitor,222,15,15158,68
Domenica,visitor,222,15,15200,32
Martedì,visitor,222,15,15012,108
Martedì,visitor,222,29,29043,56
Sabato,visitor,222,14,14029,48
Sabato,visitor,222,33,33021,36
Domenica,visitor,222,38,38012,76
Giovedì,visitor,222,16,16176,40
Sabato,visitor,222,93,93007,192
Domenica,visitor,222,47,47014,312
Mercoledì,visitor,222,51,51039,76
Sabato,visitor,222,75,75069,44
Giovedì,visitor,222,22,22059,76
Mercoledì,visitor,222,93,93036,64
Mercoledì,visitor,222,18,18173,48
Venerdì,visitor,222,39,39013,68
Lunedì,visitor,222,29,29008,40
Venerdì,visitor,222,58,58120,156
Domenica,visitor,222,16,16219,108
Domenica,visitor,222,14,14061,120
Mercoledì,visitor,222,22,22199,56
Giovedì,visitor,222,69,69083,56
Lunedì,visitor,222,22,22102,184
Lunedì,visitor,222,37,37036,36
Martedì,visitor,222,36,36033,36
Lunedì,visitor,222,59,59008,60
Sabato,visitor,222,29,29017,176
Mercoledì,visitor,222,22,22207,36
Venerdì,visitor,222,22,22050,84
Lunedì,visitor,222,42,42006,40
Martedì,visitor,222,87,87041,44
Sabato,visitor,222,16,16240,44
Martedì,visitor,222,16,16016,40
Domenica,visitor,222,58,58007,72
Domenica,visitor,222,15,15178,56
Mercoledì,visitor,222,71,71020,128
Domenica,visitor,222,15,15041,100
Venerdì,visitor,222,24,24106,132
Martedì,visitor,222,23,23001,48
Domenica,visitor,222,13,13064,36
Giovedì,visitor,222,43,43026,32
Lunedì,visitor,222,73,73013,68
Mercoledì,visitor,222,24,24033,44
Lunedì,visitor,222,15,15181,56
Sabato,visitor,222,67,67017,32
Martedì,visitor,222,20,20016,60
Martedì,visitor,222,34,34023,108
Mercoledì,visitor,222,16,16218,80
Mercoledì,visitor,222,54,54051,68
Sabato,visitor,222,61,61005,48
Venerdì,foreigner,262,,,15088
Giovedì,foreigner,240,,,772
Martedì,foreigner,732,,,68
Domenica,foreigner,432,,,156
Domenica,visitor,222,30,30001,44
Venerdì,visitor,222,20,20041,32
Venerdì,visitor,222,67,67035,32
Sabato,visitor,222,25,25030,48
Mercoledì,visitor,222,20,20049,64
Lunedì,visitor,222,22,22003,32
Sabato,visitor,222,36,36010,40
Giovedì,visitor,222,22,22002,44
Domenica,visitor,222,55,55023,36
Martedì,visitor,222,12,12137,48
Domenica,visitor,222,72,72022,44
Mercoledì,visitor,222,43,43044,52
Mercoledì,visitor,222,18,18182,128
Lunedì,visitor,222,31,31009,64
Martedì,visitor,222,15,15062,40
